platform,video_id,url,title,channel,channel_subscribers,published_at,hours_live,duration_seconds,views,likes,comments,engagement_rate_pct,views_per_hour,keyword_bucket
YouTube Shorts,DMdFCiAMOUM,https://www.youtube.com/shorts/DMdFCiAMOUM,#viralvideo #parati #viralshorts #viral,Zig Shorts,14000,2026-09-18T22:10:28Z,34.6,7,2574752,0,25684,0.998,74467.5,
YouTube Shorts,CCt7n7iRYYU,https://www.youtube.com/shorts/CCt7n7iRYYU,"BTS ARMY, Choose Only ONE! 🥰💜 #bts #shorts#vvaan  #song #viral #trending #btsofficial67#fyp",Bts Official 65,32200,2026-09-18T09:38:43Z,47.1,6,3477342,0,17717,0.509,73821.6,
YouTube Shorts,p3orIyrXxjA,https://www.youtube.com/shorts/p3orIyrXxjA,Bhang pili gora ne 🙏❤️ #shorts #mrandmrskoranga #love #viral,Mr and Mrs Koranga ,11700000,2026-09-19T01:35:22Z,31.2,28,2174029,0,4,0.0,69768.8,
YouTube Shorts,W7vlmeveLtk,https://www.youtube.com/shorts/W7vlmeveLtk,📈🤯Birthday wishes 🤣தருணங்கள் 💯 #birthday #shorts #comedy #viral,Rajkzr ,5220000,2026-09-18T11:24:37Z,45.3,136,3042931,116055,602,3.834,67114.1,
YouTube Shorts,7HXnkF2cwsI,https://www.youtube.com/shorts/7HXnkF2cwsI,Bappa Primium Unboxing 🔥#bappa #bappamorya #ganesh #shorts #trending #viral,Appa Kale,4970,2026-09-19T02:36:42Z,30.1,10,1834173,19855,43,1.085,60858.6,
YouTube Shorts,-nzs7JjaCno,https://www.youtube.com/shorts/-nzs7JjaCno,Tau ko hi lapet deta 😂😂 #funny #viral #shorts #youtube #tau #naveencomedyclub,naveen_comedy_club,464000,2026-09-18T15:08:32Z,41.6,65,2178648,38587,126,1.777,52361.6,
YouTube Shorts,dw7aeFJ9wSU,https://www.youtube.com/shorts/dw7aeFJ9wSU,Yo los vi primero 😱😱 #shorts #viral #video #youtubeshorts,Soy Marie Oficial ,19000000,2026-09-18T23:41:09Z,33.1,20,1712675,11510,29,0.674,51798.6,
YouTube Shorts,fQ22xM1Sllk,https://www.youtube.com/shorts/fQ22xM1Sllk,Didi ne ghar se nikal Diya 🥹 #reels #trending #comedy #viral #video #shorts #relatable #shortvideo,Kamine Fun,13900,2026-09-18T13:30:03Z,43.2,24,2144509,0,14,0.001,49585.1,
YouTube Shorts,B6UdkhgmGUA,https://www.youtube.com/shorts/B6UdkhgmGUA,Qual bebida deixa o Toddy mais gostoso? #experimento #leite #cocacola #café #água,leozlinski,6260000,2026-09-19T01:03:07Z,31.7,29,1366271,30744,154,2.261,43102.8,
YouTube Shorts,sCD0iZgllgQ,https://www.youtube.com/shorts/sCD0iZgllgQ,Tom Holland React Viral Videos #tomholland #funny #trynottolaugh #reaction,Over76,108000,2026-09-18T10:44:14Z,46.0,49,1890069,34434,23,1.823,41077.1,
YouTube Shorts,ZYJkqxMZNWs,https://www.youtube.com/shorts/ZYJkqxMZNWs,playful chihuahua ends up in trash can #dog #cute #funny #viral #shorts,Pihu Vfx,27400,2026-09-18T10:30:17Z,46.2,11,1894470,0,4,0.0,40965.8,
YouTube Shorts,tA7s6hK7d6U,https://www.youtube.com/shorts/tA7s6hK7d6U,Smooth Criminal🫡 #shorts #shortvideo #trending #viral #dance #funny #funnyshorts #viralvideo #video,Diana Malkova,328000,2026-09-18T13:50:52Z,42.9,15,1700357,13618,65,0.805,39633.4,
YouTube Shorts,K03ZnfyiNXg,https://www.youtube.com/shorts/K03ZnfyiNXg,Duggu Ki Icecream 🍦👍❤️🤣 #shorts #trending #video,Kanish Prajapati,1050000,2026-09-19T10:08:59Z,22.6,25,893553,5883,2,0.659,39537.4,
