platform,video_id,url,title,channel,channel_subscribers,published_at,hours_live,duration_seconds,views,likes,comments,engagement_rate_pct,views_per_hour,keyword_bucket
YouTube Shorts,4lnPfa6ScMk,https://www.youtube.com/shorts/4lnPfa6ScMk,🇧🇷 Neymar VS  🇪🇸 Yamal who wins?? #neymar #yamal #lamineyamal #football #soccer #aura #shorts #viral,ARM1KS SHORTS,11100,2026-09-13T00:02:45Z,43.8,33,2555148,11789,52,0.463,58357.4,
YouTube Shorts,Z-6BJC4vx60,https://www.youtube.com/shorts/Z-6BJC4vx60,Cute baby shorts..😱😱#viral#￼ Trending#short video,Hansi,45200,2026-09-13T00:30:20Z,43.3,6,2495844,7492,3,0.3,57607.8,
YouTube Shorts,7y5cVtmc92I,https://www.youtube.com/shorts/7y5cVtmc92I,sir k sath kiya trend ❤️| #trending #viral #shorts #ytshorts#youtubeshorts,Jiya ,660000,2026-09-13T09:56:11Z,33.9,10,1896878,16515,117,0.877,55965.2,
YouTube Shorts,NFsCpNHc1k0,https://www.youtube.com/shorts/NFsCpNHc1k0,Bholenath Ji 🙏🕉️😱||#shorts #viral #video #trending #youtubevideo,Mr Chandu 09,191000,2026-09-13T02:36:06Z,41.2,46,2212767,17179,3,0.776,53670.6,
YouTube Shorts,Rw3jgEL-nR0,https://www.youtube.com/shorts/Rw3jgEL-nR0,Mummy ka bhootiya naukar 😂😂 #trendingshorts #youtubeshorts #viralshorts #funny #comedy #shorts,PK COMEDY TEAM,811000,2026-09-13T01:30:03Z,42.3,30,2269030,14190,12,0.626,53604.0,
YouTube Shorts,BcXqCWx0LiI,https://www.youtube.com/shorts/BcXqCWx0LiI,Dulhan ya patang? 🎈😂#wedding #weddingdress #weddingvideo #shortsfeed #shorts #trending #viral,Iman Stories Allah,37700,2026-09-13T04:00:07Z,39.8,14,2057220,0,4,0.0,51652.2,
YouTube Shorts,t_-xW6-cOzc,https://www.youtube.com/shorts/t_-xW6-cOzc,చూస్తే.. నవ్వు ఆపుకోలేరు! 😂💥 #gymfunny #funny #shorts #comedytv #viral, MANA COMEDY TV,204000,2026-09-13T13:00:12Z,30.8,19,1508289,10377,15,0.689,48927.6,
YouTube Shorts,YOzObz2UITo,https://www.youtube.com/shorts/YOzObz2UITo,TENIA POTENCIAL ⚡🖤,Doc Casa House,69600,2026-09-12T21:51:06Z,46.0,6,2234573,30863,266,1.393,48600.3,
YouTube Shorts,RRG17U4s9lM,https://www.youtube.com/shorts/RRG17U4s9lM,COOOK PARDON 📈🤯 !! BMW EDITING 🚘 !! #shorts #trending #viral #bmw,XZ PUNIT,38200,2026-09-13T05:11:56Z,38.6,21,1807895,0,148,0.008,46798.6,
YouTube Shorts,sv_8mgK4SeA,https://www.youtube.com/shorts/sv_8mgK4SeA,funny monkey mask 🤣 #shorts #viral #trending #funny,Misti Happy Lifestyle Games & Shorts,29400000,2026-09-13T03:15:18Z,40.6,9,1815473,0,6,0.0,44743.3,
YouTube Shorts,-cByEEQuGgw,https://www.youtube.com/shorts/-cByEEQuGgw,Most viral & selling exfoliating gel #deadskinremoval#viral#shorts#share#yt#haniaamir#fyp#trending,Nisi khan,336000,2026-09-13T06:58:41Z,36.9,21,1530291,12186,21,0.798,41525.0,
YouTube Shorts,WLRL9k81QuM,https://www.youtube.com/shorts/WLRL9k81QuM,Always Take Drills Seriously! 🚨 || #trend #gacha #gachaclub #gachalife #shorts #viral,Itz Michel,3670000,2026-09-13T04:30:25Z,39.3,16,1576460,52354,580,3.358,40089.7,
YouTube Shorts,NqefWK41CW8,https://www.youtube.com/shorts/NqefWK41CW8,440 Volt || Funny || viral video || #shorts #ytshorts #funny #song,Nidx View ,567000,2026-09-13T05:30:10Z,38.3,7,1480416,37490,320,2.554,38625.4,
YouTube Shorts,9pRqpeRIW-k,https://www.youtube.com/shorts/9pRqpeRIW-k,మన్మథుడు మూవీ హీరోయిన్ అన్షు అంబానీ తన కూతురితో.#manmadudu #nagarjuna #telugu #trending #videos,మధుర గీతం🎧,8560,2026-09-13T07:00:30Z,36.8,10,1291971,7005,30,0.545,35087.0,
