platform,video_id,url,title,channel,channel_subscribers,published_at,hours_live,duration_seconds,views,likes,comments,engagement_rate_pct,views_per_hour,keyword_bucket
YouTube Shorts,En26WGW7nMM,https://www.youtube.com/shorts/En26WGW7nMM,VIRAL Wrap Me In Plastic Dance Trend 🔥😱 #shorts #wrapmeinplastic #dance #trending #viral #music,RVD MAGIC ,6170,2026-09-20T08:59:10Z,24.2,8,2089198,0,42,0.002,86281.5,
YouTube Shorts,9_orQqLMpRU,https://www.youtube.com/shorts/9_orQqLMpRU,Dekha Laparwahi ka Nateeja 😂 #shorts #relatable #family # #comedy #viral #barkhatiwariofficial,Barkha Tiwari official,3530000,2026-09-19T14:50:03Z,42.4,134,3641244,76763,365,2.118,85947.9,
YouTube Shorts,VTEnWpqspsw,https://www.youtube.com/shorts/VTEnWpqspsw,2026 की Pro Mother 😎#funny #viral #shorts.,Riya Tandon official ,118000,2026-09-19T10:03:01Z,47.1,24,3448319,20850,10,0.605,73135.7,
YouTube Shorts,wOUOvq80jCc,https://www.youtube.com/shorts/wOUOvq80jCc,Chota bhai bana police wala 😂 #reels #trending #funny #comedy #viral #video #shorts #shortvideo,BM Fun You ,17000,2026-09-20T13:30:26Z,19.7,30,1417340,0,8,0.001,71973.1,
YouTube Shorts,IveajftqUWw,https://www.youtube.com/shorts/IveajftqUWw,@brandon.vela.5 Si me salió jajajaa #sofiavela #shorts #viral #tiktok #youtube,Sofía Vela,1040000,2026-09-20T01:24:11Z,31.8,10,2243463,36493,577,1.652,70556.2,
YouTube Shorts,lIs_xWJuQd8,https://www.youtube.com/shorts/lIs_xWJuQd8,Chota bhai bana police wala 😂 #reels #trending #comedy #funny #viral #video #relatable #shorts,BMV Shorts ,66500,2026-09-19T13:30:18Z,43.7,30,2955325,0,28,0.001,67635.5,
YouTube Shorts,r5FjtUuXyYw,https://www.youtube.com/shorts/r5FjtUuXyYw,Anything Nobody is LOOKING at Begins to DISAPPEAR... #shorts #roblox #viral,Noobified,352000,2026-09-19T23:00:27Z,34.2,38,2240097,66465,390,2.984,65514.5,
YouTube Shorts,_TrDuS-uMWk,https://www.youtube.com/shorts/_TrDuS-uMWk,इस गड्ढे की बजह से बोहोत एक्सीडेंट होते थे￼ #socialwork #viral #shorts,Tennis cricket amroha,11400,2026-09-20T00:30:12Z,32.7,122,1972673,60149,552,3.077,60332.8,
YouTube Shorts,qOb6PDoVvB4,https://www.youtube.com/shorts/qOb6PDoVvB4,Chaman mama aur bhanji 😂 #reels #trending #funny #viral #video #comedy #shorts #shortvideo,BM Fun You ,17000,2026-09-19T13:30:23Z,43.7,30,2541993,0,22,0.001,58177.9,
YouTube Shorts,GbRl2w3MmT0,https://www.youtube.com/shorts/GbRl2w3MmT0,Parvati || Hanuman Ansh ||  Boys Amazing Dance ||Trending Dance Video ||#shorts,Shree Creation,956000,2026-09-20T04:00:32Z,29.2,26,1670215,15561,55,0.935,57216.8,
YouTube Shorts,UQQsB-c5XOk,https://www.youtube.com/shorts/UQQsB-c5XOk,sala rocked 😎 jijaji shocked 😯 #triggardinsaan #ruchikarathore #malhanfamily #shorts #trending,Laddu 🍒,309000,2026-09-20T03:48:46Z,29.4,16,1589122,22563,27,1.422,54075.5,
YouTube Shorts,0DVweh4nLus,https://www.youtube.com/shorts/0DVweh4nLus,Pelearon de por gusto 🤣 #shorts #viral #comedy,Soy Marie Oficial ,19100000,2026-09-20T01:52:11Z,31.3,28,1675470,12640,32,0.756,53477.9,
YouTube Shorts,m-SxXnuKIH0,https://www.youtube.com/shorts/m-SxXnuKIH0,ଚାଲାକି ବୁଢ଼ୀ ମାଙ୍କେ #viral #viralvideo #trending #ytshorts #shortvideo #shortvideo #comedy #video,Manke Comedy,1280000,2026-09-20T05:55:36Z,27.3,180,1378614,32937,209,2.404,50548.3,
