platform,video_id,url,title,channel,channel_subscribers,published_at,hours_live,duration_seconds,views,likes,comments,engagement_rate_pct,views_per_hour,keyword_bucket
YouTube Shorts,tfd_KSc-zpU,https://www.youtube.com/shorts/tfd_KSc-zpU,Elevate your home style with these items#amazing #viral #shorts #creative,Cool Items Official,38300000,2026-09-14T02:45:59Z,40.8,12,3725125,14633,0,0.393,91300.8,
YouTube Shorts,bA1EMKCjtTM,https://www.youtube.com/shorts/bA1EMKCjtTM,￼ Chalaak Avengers 🤯 #shorts #viral #avangers #funny,Shahin actor ,2000,2026-09-14T01:30:03Z,42.1,11,3806238,15439,5,0.406,90482.2,
YouTube Shorts,N099NLR6ldg,https://www.youtube.com/shorts/N099NLR6ldg,Papa ne chalna shuru kiya 🤗 #familyvlog #familyshorts #shorts #trending #viral #dikshakidunia,Diksha Ki Dunia,2310000,2026-09-14T12:25:25Z,31.1,30,2787760,33201,367,1.204,89513.8,
YouTube Shorts,xDOGM-TsUmY,https://www.youtube.com/shorts/xDOGM-TsUmY,How it feels to be scrolled…😑 #stopscrolling #theboys #viral #shorts,The Johnson Brothers,6770000,2026-09-14T22:45:38Z,20.8,31,1347913,92460,1020,6.935,64783.5,
YouTube Shorts,muD8hZzjffk,https://www.youtube.com/shorts/muD8hZzjffk,hight aur chota bhai 🤣 #trendingshorts #viralshorts #comedyshorts #funnyshorts #shorts #relatable,K7 comedy 2.0,947000,2026-09-14T01:41:28Z,41.9,30,2570211,13868,3,0.54,61376.9,
YouTube Shorts,WkBwVcX-5nk,https://www.youtube.com/shorts/WkBwVcX-5nk,Oru video kuda muzhusa panavidamatranga pah 🙆🏻🫠 | #trending #viral #tamilsong #shorts #fypシ,Cute Smile Official,649000,2026-09-14T13:29:06Z,30.1,24,1835200,56830,590,3.129,61006.6,
YouTube Shorts,jAoTUOlBOS8,https://www.youtube.com/shorts/jAoTUOlBOS8,tillu vs toothbrush🤣🤣 #trendingshorts #youtubeshorts #viralshorts #funny #comedy #shorts,RK FUNNY TEAM,1400,2026-09-14T01:30:30Z,42.1,35,2530788,16580,0,0.655,60172.8,
YouTube Shorts,7-gMIoJzyL4,https://www.youtube.com/shorts/7-gMIoJzyL4,VIRAL Animal KATSEYE Dance Trend 🔥😱 #shorts #animal #katseye #dance #trending #viral #music,Janvika Patel ,355000,2026-09-14T04:43:01Z,38.9,12,2332060,14703,74,0.634,60027.2,
YouTube Shorts,PcNSo6Ciz2o,https://www.youtube.com/shorts/PcNSo6Ciz2o,#radhakrishna#love#bhakti#viral#shorts#bhajan marg#trending#video,Anshi Jaiswal,2930,2026-09-14T07:26:13Z,36.1,11,2139960,9199,5,0.43,59229.4,
YouTube Shorts,0LcmQNM3d6g,https://www.youtube.com/shorts/0LcmQNM3d6g,Tillu gets a Leser Light 😂 #reels #viral #video #trending #comedy #shorts #relatable #funny,Pagal Fun reel,17800,2026-09-14T13:30:08Z,30.1,36,1539324,0,5,0.0,51200.3,
YouTube Shorts,PJ0gTEdDJec,https://www.youtube.com/shorts/PJ0gTEdDJec,#illustration #digitalart #pov #trending #shorts #viralshorts #ytshortvira #humor #comedy,FannyGo,608000,2026-09-14T16:03:01Z,27.5,41,1301405,0,258,0.02,47295.1,
YouTube Shorts,jYyQaIiEFgg,https://www.youtube.com/shorts/jYyQaIiEFgg,#shorts #oldisgoldsongs #telugusongs  #trending #youtubeshorts #folksong #newfolksongs #viralshorts,deep143shorts,117000,2026-09-14T03:30:01Z,40.1,11,1798393,8067,3,0.449,44885.0,
YouTube Shorts,jhicoCgyz6c,https://www.youtube.com/shorts/jhicoCgyz6c,गणेश चतुर्थी स्पेशल 🥰🫶 #viral #shorts #trending #anjalichauhanvlog #funny #comedy,Anjali Chauhan Vlog,12400000,2026-09-14T01:30:02Z,42.1,71,1817952,26468,49,1.459,43216.2,
YouTube Shorts,5MXOjWac3Wg,https://www.youtube.com/shorts/5MXOjWac3Wg,Inilah Fakta di Balik Video Bioskop 4D yang Viral,Jhelo,1070000,2026-09-14T05:40:36Z,37.9,32,1584482,0,90,0.006,41817.6,
YouTube Shorts,aypepPnGvdA,https://www.youtube.com/shorts/aypepPnGvdA,ఏంచేశారో 😅 చూడండి….? #viral #shorts #vlog #ganesh #comedy,U Turns Creations,5310000,2026-09-14T11:17:43Z,32.3,58,1327753,37180,188,2.814,41142.9,
