platform,video_id,url,title,channel,channel_subscribers,published_at,hours_live,duration_seconds,views,likes,comments,engagement_rate_pct,views_per_hour,keyword_bucket
YouTube Shorts,mgA2SCJhA-M,https://www.youtube.com/shorts/mgA2SCJhA-M,అమ్మతో ట్రెండింగ్ వీడియో! 😱✨ #shorts #viralshorts #comedytv #reels, MANA COMEDY TV,283000,2026-09-24T10:00:28Z,46.8,14,1810286,19126,45,1.059,38715.9,
YouTube Shorts,mcHSLsFJebc,https://www.youtube.com/shorts/mcHSLsFJebc,ഫോൺ ലോക്ക് ആരുന്നു #diyakrishna #ahanakrishna #viral #ozytalkies #trending #shorts #fyp,Celeb Outfitideas,10600,2026-09-24T10:54:30Z,45.9,34,1739746,19863,113,1.148,37938.0,
YouTube Shorts,WkF8XCvvpqQ,https://www.youtube.com/shorts/WkF8XCvvpqQ,Real Madrid Kadrosundan Aynı Futbolcuyu Söyleyen Elenir #football #futbol #challenge #shorts #viral,AYAYAY Football,586000,2026-09-24T14:00:12Z,42.8,99,1612822,18151,139,1.134,37715.7,
YouTube Shorts,l3JIB6_RXYE,https://www.youtube.com/shorts/l3JIB6_RXYE,"Introducing the ""VitaWear SmartBand,"" a next-generation wearablegadget #shorts #gadgets",Dare Nation,110000,2026-09-25T05:02:42Z,27.7,39,1032393,89479,158,8.682,37242.3,
YouTube Shorts,QDyMUcO3V-Q,https://www.youtube.com/shorts/QDyMUcO3V-Q,Nagan Se Lugai❤️😁#shorts #ytshorts #riyanshikimasti #trending #viralshorts #trendingshorts,Riyanshi Ki Masti ,4070000,2026-09-24T14:35:35Z,42.2,14,1554293,7485,3,0.482,36855.2,
YouTube Shorts,2Mn7k8f4T2o,https://www.youtube.com/shorts/2Mn7k8f4T2o,कालू गिरा धड़ाम से 😂 | comedy video 😅 #shorts #funny,The funny Facts ,330000,2026-09-25T07:30:07Z,25.3,31,928794,0,8,0.001,36763.5,
YouTube Shorts,VK__FwLM0mw,https://www.youtube.com/shorts/VK__FwLM0mw,Aku Mau Ke Mekkah Berkeliling Keliling Kabah | Dance Tiktok Terbaru #shorts #viral #dancetiktok,DAM Viral,5270,2026-09-24T15:00:27Z,41.8,16,1522863,6165,93,0.411,36468.4,
YouTube Shorts,hI_P7rIfBsg,https://www.youtube.com/shorts/hI_P7rIfBsg,Bhang pili gora na❤️😊#shorts #trending #viral #ytstudio #baby #bestyoutuber #youtuberlife,LR ki duniya,1450,2026-09-24T13:34:16Z,43.2,17,1570091,8354,0,0.532,36349.0,
YouTube Shorts,fOBnJpxPobI,https://www.youtube.com/shorts/fOBnJpxPobI,chote bhai ka tent House 😂😂 #trendingshorts #youtubeshorts #viralshorts #funny #comedy #shorts,Pk dhasu official,1880000,2026-09-25T02:00:09Z,30.8,35,1090909,0,4,0.0,35461.2,
YouTube Shorts,JctOGwNZVW4,https://www.youtube.com/shorts/JctOGwNZVW4,Plants lovers🌱🤣 | #shortvideo #shorts #viral #trending#plants#maturw #relatable#short#ytshorts#yt,Naina Ghunawat,17300,2026-09-24T17:11:58Z,39.6,57,1372821,21295,45,1.554,34696.5,
YouTube Shorts,XM-0Mx8mYQU,https://www.youtube.com/shorts/XM-0Mx8mYQU,Wait for end..🤣 #shortsfeed #trending #viral #ganesh #shorts #ganeshchaturthi,The Unique Makers,330000,2026-09-24T13:25:28Z,43.3,53,1408708,16351,11,1.161,32502.5,
YouTube Shorts,9s3eY0U278U,https://www.youtube.com/shorts/9s3eY0U278U,Dia merangkak masuk ke lubang ini... lalu menghilang sepenuhnya! 😱🕳️ #viral #shorts,landasan fakta,811000,2026-09-24T11:00:35Z,45.8,43,1457962,56788,136,3.904,31863.7,
