platform,video_id,url,title,channel,channel_subscribers,published_at,hours_live,duration_seconds,views,likes,comments,engagement_rate_pct,views_per_hour,keyword_bucket
YouTube Shorts,iALDjcI9OHY,https://www.youtube.com/shorts/iALDjcI9OHY,Bharti 🤣 #funny #bhartisingh #abhishekkumar # #comedy #viral #trending #shorts #fyp #jannatzubair,Mubbi Edits🪽,75800,2026-09-14T15:35:03Z,41.2,14,3778809,46002,90,1.22,91756.6,
YouTube Shorts,WkBwVcX-5nk,https://www.youtube.com/shorts/WkBwVcX-5nk,Oru video kuda muzhusa panavidamatranga pah 🙆🏻🫠 | #trending #viral #tamilsong #shorts #fypシ,Cute Smile Official,651000,2026-09-14T13:29:06Z,43.3,24,3438078,80183,827,2.356,79434.1,
YouTube Shorts,Y-wju7lrT38,https://www.youtube.com/shorts/Y-wju7lrT38,hulk ke bhai ko kisne mara 🥹😱 #comedy #funny #comedyshorts #viral #trending #shorts 😂,Pankaj Raj Official ,723000,2026-09-15T02:40:13Z,30.1,12,2325556,0,1,0.0,77269.1,
YouTube Shorts,e8EkLu05qH0,https://www.youtube.com/shorts/e8EkLu05qH0,"BMW, fastest car washing 😈#viral #shorts #bmw #fastest #washing #lifeisbutadream",RH_BMW_29,2260,2026-09-15T04:13:51Z,28.5,6,2175645,9271,15,0.427,76241.3,
YouTube Shorts,xDOGM-TsUmY,https://www.youtube.com/shorts/xDOGM-TsUmY,How it feels to be scrolled…😑 #stopscrolling #theboys #viral #shorts,The Johnson Brothers,6780000,2026-09-14T22:45:38Z,34.0,31,2543113,160347,1593,6.368,74783.0,
YouTube Shorts,N099NLR6ldg,https://www.youtube.com/shorts/N099NLR6ldg,Papa ne chalna shuru kiya 🤗 #familyvlog #familyshorts #shorts #trending #viral #dikshakidunia,Diksha Ki Dunia,2310000,2026-09-14T12:25:25Z,44.3,30,3095436,35348,409,1.155,69805.8,
YouTube Shorts,D3g-ddDFm94,https://www.youtube.com/shorts/D3g-ddDFm94,Smooth Criminal | MJ Dance #smoothcriminal #michealjackson #viral #shorts,dineedit,28600,2026-09-14T18:45:58Z,38.0,9,2559964,11866,145,0.469,67365.7,
YouTube Shorts,YQL_tGjS4T8,https://www.youtube.com/shorts/YQL_tGjS4T8,Chandaniya chhup jana re 😍 ||#youtubeshorts #ytshortsindia #bestshortsvideo #viralshorts,Suraj Flipper01,3610000,2026-09-15T03:36:35Z,29.2,53,1959992,0,6,0.0,67221.0,
YouTube Shorts,wZO4eZBNiwg,https://www.youtube.com/shorts/wZO4eZBNiwg,Family 🥰 Bonding #viral #shorts #family #trending,U Turns Creations,5310000,2026-09-15T08:55:49Z,23.8,90,1497518,42749,0,2.855,62823.6,
YouTube Shorts,FOMQISNzIe4,https://www.youtube.com/shorts/FOMQISNzIe4,"Cute baby, funny shorts..😱😱#viral#trending#short video",Hansi,45700,2026-09-15T00:30:14Z,32.3,6,1959066,5919,4,0.302,60721.3,
YouTube Shorts,0PbsnPaggy4,https://www.youtube.com/shorts/0PbsnPaggy4,Panda 🤣 #youtubeshorts #shorts #shortvideo #trending #viral #comedy #funny #ytshorts #funnyvideo,Subhajit Singhania,145000,2026-09-14T19:50:37Z,36.9,18,2156209,10474,4,0.486,58396.6,
YouTube Shorts,8T2utAXNdWs,https://www.youtube.com/shorts/8T2utAXNdWs,The height difference...🙂|| #shorts #viral #trending #bts #fyp #relatable #edit,♡︎.𝐌𝐈𝐒𝐊𝐎𝐎𝐊𝐈𝐄.♡︎,44000,2026-09-14T13:15:19Z,43.5,6,2385491,0,17,0.001,54823.9,
YouTube Shorts,U6EKGZd936o,https://www.youtube.com/shorts/U6EKGZd936o,Bharti Singh’s Little Gola Is So Adorable ❤️ #bhartisingh #viralshorts #shorts,Tanmay official,81000,2026-09-14T14:30:20Z,42.3,13,2209010,32671,31,1.48,52269.9,
YouTube Shorts,cBFJ5BilEBU,https://www.youtube.com/shorts/cBFJ5BilEBU,CUANDO COMPRAS ALGO NUEVO - (IMPRESOSDUBS) #parodia #shorts #viral #shortvideo #fyp #viralvideo,ImpresosDubs,723000,2026-09-14T20:13:02Z,36.5,9,1854453,11131,49,0.603,50737.5,
YouTube Shorts,EYp-gPktSpU,https://www.youtube.com/shorts/EYp-gPktSpU,Shop owner kindness video #viralvideo #trending #viralnow #shorts #humanity #trendingshorts,divine devotion ,820000,2026-09-15T12:03:05Z,20.7,17,1027523,14869,8,1.448,49601.1,
