platform,video_id,url,title,channel,channel_subscribers,published_at,hours_live,duration_seconds,views,likes,comments,engagement_rate_pct,views_per_hour,keyword_bucket
YouTube Shorts,W7De5R46fAc,https://www.youtube.com/shorts/W7De5R46fAc,Kendy chocolate 🍫 #shorts #ytshorts #cutebaby #anaya #motivation #viral #comedyvideo,TITWARI BRAND,140000,2026-09-21T11:30:53Z,45.2,54,3956640,30905,2,0.781,87456.2,
YouTube Shorts,Ypi_OoATAPI,https://www.youtube.com/shorts/Ypi_OoATAPI,Loyal dogs check on their caretaker ❤️ #shorts #shortsfeed #viralvideo,Holly_nc_bolly 🎬,443000,2026-09-21T15:00:27Z,41.7,12,3211181,0,254,0.008,76917.1,
YouTube Shorts,sRcsRPDIAco,https://www.youtube.com/shorts/sRcsRPDIAco,Cute village baby funny video viral ai video #yotubeshorts #treding #viral #babyriki #ai,ToonFitoor,1570,2026-09-21T13:22:26Z,43.4,11,3246516,19078,5,0.588,74835.1,
YouTube Shorts,X2J-yCWau7c,https://www.youtube.com/shorts/X2J-yCWau7c,❤️मेरी छोटे से लड्डू गोपाला❤️#cute#laddugopal#viral#shorts#trending song🙏🦚🌺,Sahil Sharma 07 ,62900,2026-09-22T10:22:04Z,22.4,20,1574324,18179,25,1.156,70318.9,
YouTube Shorts,0-pfEKHyCoc,https://www.youtube.com/shorts/0-pfEKHyCoc,Mèo con hết chỗ uống sữa #trending #trendingshorts #trendingvideo #shorts #shortsviral #viralshorts,Tony Kể Chuyện,2980000,2026-09-22T09:53:28Z,22.9,10,1535296,6501,6,0.424,67146.1,
YouTube Shorts,17bm5eMRhvc,https://www.youtube.com/shorts/17bm5eMRhvc,❤️मेरे छोटे से लड्डू गोपाला❤️#cute#laddugopal#viral#shorts#bhakti #song 🙏🦚🌺,Sahil Sharma 07 ,62900,2026-09-21T09:09:42Z,47.6,10,2819747,16298,21,0.579,59245.3,
YouTube Shorts,kdA6geQGUVM,https://www.youtube.com/shorts/kdA6geQGUVM,"​""Tom is a mother cosplay ! #mytalkingangela2 #shorts #viral #cute #cosplay #fyp #baby #funny #my",Angela_cosplay_video ,152000,2026-09-21T16:37:29Z,40.1,59,2217909,34249,46,1.546,55266.2,
YouTube Shorts,gV_CIyvQ-vc,https://www.youtube.com/shorts/gV_CIyvQ-vc,🦜 तोते की समझदारी ❤️ #parrot #viral #trending #video #shortvideo #viralvideo #dosti 🥰,Raja r 3000,1240000,2026-09-21T12:35:46Z,44.2,60,2424082,22839,12,0.943,54893.1,
YouTube Shorts,MQPxrkT3S6E,https://www.youtube.com/shorts/MQPxrkT3S6E,"""Kid Logic Was On Another Level""#relatable #youtubeshorts #trending #viral #shorts #ytshorts",Ravii Agrawal20,445000,2026-09-22T05:44:35Z,27.0,59,1410844,16652,42,1.183,52228.2,
YouTube Shorts,tAAOHKOZkHY,https://www.youtube.com/shorts/tAAOHKOZkHY,# #trending #song #video #viral 🥲💔 Main kaise jiyu Mere Shiv sambhu bo basata hai meri dhadkan mein,N.S. Priya,25000,2026-09-21T13:50:10Z,42.9,14,2087403,9470,4,0.454,48634.7,
YouTube Shorts,GWGQ6NAP0AI,https://www.youtube.com/shorts/GWGQ6NAP0AI,Paiso ka raja mera dost kanjoos 😂😂#youtubeshorts #shorts #viral #comedy #shortsfeed #funny,Up wali reels,35900,2026-09-21T14:00:29Z,42.7,30,1866026,14429,11,0.774,43651.7,
YouTube Shorts,GG0jn04hoa8,https://www.youtube.com/shorts/GG0jn04hoa8,పెళ్లికూతురు డాన్స్ 💃 #dance #viralvideo  #folksong #trending #ytshorts#youtubeshorts #reels #video,naniha stuff,2400,2026-09-21T11:13:56Z,45.5,13,1979027,0,129,0.007,43472.3,
