platform,video_id,url,title,channel,channel_subscribers,published_at,hours_live,duration_seconds,views,likes,comments,engagement_rate_pct,views_per_hour,keyword_bucket
YouTube Shorts,YHBLPlgwZ_A,https://www.youtube.com/shorts/YHBLPlgwZ_A,Don't disturb sphynx  cat danceing😺🐈😺#youtubeshorts #trending #shorts #viral,Anaya Shanika Official,72100,2026-09-22T09:15:53Z,47.4,6,4012045,11284,4,0.281,84672.3,
YouTube Shorts,YF1m57iyKaE,https://www.youtube.com/shorts/YF1m57iyKaE,❤️अजब गजब सी अदाओं की निशानी❤️#laddugopal#viral#shorts#trendingshorts 🙏🦚🌺,Sahil Sharma 07 ,69900,2026-09-23T02:28:40Z,30.2,10,2459060,11488,7,0.467,81506.4,
YouTube Shorts,yBnlF4pvEH0,https://www.youtube.com/shorts/yBnlF4pvEH0,Principal vs Student 😜😱❤️ #shorts #video #school #viral #funny,Jomy Production,33000000,2026-09-22T09:00:20Z,47.6,51,3736918,32025,41,0.858,78436.8,
YouTube Shorts,fNygylbbX_k,https://www.youtube.com/shorts/fNygylbbX_k,Saari duniya jalaa dunga 😭 #shorts #shortvideo #viralvideo #status #viralshorts #viral,Official Shahani,149000,2026-09-23T13:25:27Z,19.2,34,1403277,9605,1,0.685,72997.0,
YouTube Shorts,LWdk6XtEmvg,https://www.youtube.com/shorts/LWdk6XtEmvg,Machar se bachne ka tarika  😂#trendingshorts #comedy #shorts #viralshorts #funny #indian #a9toa9,A9 To A9,88600,2026-09-23T00:31:30Z,32.1,30,2295931,13155,15,0.574,71473.3,
YouTube Shorts,X2J-yCWau7c,https://www.youtube.com/shorts/X2J-yCWau7c,❤️मेरी छोटे से लड्डू गोपाला❤️#cute#laddugopal#viral#shorts#trending song🙏🦚🌺,Sahil Sharma 07 ,69900,2026-09-22T10:22:04Z,46.3,20,2987043,27926,39,0.936,64542.6,
YouTube Shorts,_Hws1TNNZBc,https://www.youtube.com/shorts/_Hws1TNNZBc,Wait for last #shorts #viral #trending #comedy #thimingalam #whatsappstatus,Thimingalam ,8070000,2026-09-22T12:30:24Z,44.1,42,2801841,0,23,0.001,63474.4,
YouTube Shorts,Q_HzmPSNLsg,https://www.youtube.com/shorts/Q_HzmPSNLsg,Barongsai ngamen#shorts#funny#viral#comedy,ZXR PITIKA 🤔,3850,2026-09-23T00:43:36Z,31.9,9,1949027,0,1,0.0,61057.3,
YouTube Shorts,zyYmoNOaars,https://www.youtube.com/shorts/zyYmoNOaars,❤️छवि छलिया कि मैंने जबसे निहारी❤️#cute#laddugopal#viral#shorts#trending#song 🙏🦚🌺,Sahil Sharma 07 ,69900,2026-09-23T09:32:31Z,23.1,10,1397507,9171,15,0.657,60482.5,
YouTube Shorts,IMISB3Sb8a0,https://www.youtube.com/shorts/IMISB3Sb8a0,vishaka jaatni #Latest #Instagram 😂👇#Trending #idianidol #Reels Reaction#shorts #viral,VISHAKA PANWAR ,181000,2026-09-22T09:34:03Z,47.1,45,2609811,36771,64,1.411,55433.0,
YouTube Shorts,lANn-lOndC0,https://www.youtube.com/shorts/lANn-lOndC0,#viral #trending #trendingshorts #viralshorts #reels #viralreels #trendingreels #god,Chinnari_139,9970,2026-09-22T14:03:22Z,42.6,11,2339451,32069,0,1.371,54927.2,
YouTube Shorts,ya99OO-iffs,https://www.youtube.com/shorts/ya99OO-iffs,Bholenath Ji 🙏🕉️😱||#shorts #viral #video #trending #youtubevideo,Mr Chandu 09,197000,2026-09-23T02:36:09Z,30.0,57,1650287,14811,2,0.898,54926.4,
YouTube Shorts,tRuh2lvQ3nk,https://www.youtube.com/shorts/tRuh2lvQ3nk,"🥹♥️""ganpati bappa morya #shorts#ytshorts #youtubeshorts",AR vlogs 2501,3660,2026-09-22T16:07:04Z,40.5,20,2206507,0,38,0.002,54441.1,
YouTube Shorts,tzOhsDk2i2c,https://www.youtube.com/shorts/tzOhsDk2i2c,അപ്പനെ ചോദിച്ചിട്ട് അപ്പം എടുത്തോ എന്ന് ! 😂👶 #shorts #cutenessoverload #FunnyReels #BabyLove #viral,Adventures Of Akashu,19300,2026-09-23T06:13:21Z,26.4,22,1395693,0,152,0.011,52816.3,
YouTube Shorts,yG_52r_i6_Y,https://www.youtube.com/shorts/yG_52r_i6_Y,Shree Ganesha Deva 🙏🏼❤️ |#viralvideo |#trending |#shorts |#youtubeshorts |#bhakti |#song |#viral,Gaytri Jaiswal,18300,2026-09-23T00:30:25Z,32.1,21,1658604,18857,30,1.139,51604.0,
