platform,video_id,url,title,channel,channel_subscribers,published_at,hours_live,duration_seconds,views,likes,comments,engagement_rate_pct,views_per_hour,keyword_bucket
YouTube Shorts,lL1x2HYEuxw,https://www.youtube.com/shorts/lL1x2HYEuxw,Amigo ? 😡 esse já tá passando dos limite #viral #shorts #fy,Lorenzo do grau 🚲🥷,854000,2026-09-21T03:44:16Z,29.0,19,1801901,16323,81,0.91,62149.8,
YouTube Shorts,sEzYKlN8W_Y,https://www.youtube.com/shorts/sEzYKlN8W_Y,Mamma Moye na milo😂😂😂#funny #foryou #viral #shorts #ytshorts,Ajaad2437 shorts ,156000,2026-09-21T14:37:19Z,18.1,27,1118840,11110,18,0.995,61784.7,
YouTube Shorts,eftC_FSkMi4,https://www.youtube.com/shorts/eftC_FSkMi4,Tillu in new car 🚗😂 #reels #trending #funny #comedy #viral #video #shorts #shortvideo #viralvideo,Kamine Fun,17100,2026-09-20T13:30:37Z,43.2,34,2639980,0,14,0.001,61081.9,
YouTube Shorts,UawugLYFWMI,https://www.youtube.com/shorts/UawugLYFWMI,New viral trend #tiktok #music #dance #duet #funny #trending #viralshorts #viral #usa #usashorts #vs,Jack Marlon 174,16100,2026-09-20T09:53:00Z,46.8,14,2774484,12947,24,0.468,59224.0,
YouTube Shorts,AdIl0aIfnxU,https://www.youtube.com/shorts/AdIl0aIfnxU,Happy Independence Day 🇮🇳❤️ #india #pakistan #trending #shorts #viral,Help By Ravi,16300,2026-09-20T15:39:09Z,41.1,59,2345304,0,37,0.002,57093.7,
YouTube Shorts,En26WGW7nMM,https://www.youtube.com/shorts/En26WGW7nMM,VIRAL Wrap Me In Plastic Dance Trend 🔥😱 #shorts #wrapmeinplastic #dance #trending #viral #music,RVD MAGIC ,8450,2026-09-20T08:59:10Z,47.7,8,2534279,0,50,0.002,53080.0,
YouTube Shorts,9GC7gi9S4-A,https://www.youtube.com/shorts/9GC7gi9S4-A,"గణపతి కోసం,స్వయంగా గంగమ్మ | VINAYAKA SHORTS |GANAPATHI VIDEOS | VIRAL SHORTS | NATURE |  R TELUGU",R Telugu,120000,2026-09-21T05:26:46Z,27.3,27,1393615,31465,273,2.277,51077.1,
YouTube Shorts,OGFq8PLytf4,https://www.youtube.com/shorts/OGFq8PLytf4,Duggu Ka idea 🤣👍❤️ #shorts #trending #video,Pinki Prajapati,4520000,2026-09-21T09:30:20Z,23.2,22,1093054,7506,12,0.688,47063.5,
YouTube Shorts,T0Laxj4tHYo,https://www.youtube.com/shorts/T0Laxj4tHYo,Mai toh chali*मायके*😍 #dailyshorts #minivlog #viralvideo #viralshorts #viral,Chhavi Agarwal Bisht,1480000,2026-09-20T12:30:04Z,44.2,60,1918494,67158,144,3.508,43375.9,
YouTube Shorts,QeZRbMIuTuU,https://www.youtube.com/shorts/QeZRbMIuTuU,Bhabhi Aaj Pahli Bar Video Me Aai 😃🥰 #shorts #trending #minivlog #food #cooking #recipe #foodie,Rani ke vlogs,1250000,2026-09-20T11:00:11Z,45.7,44,1955008,0,66,0.003,42753.4,
YouTube Shorts,WB6te655SoE,https://www.youtube.com/shorts/WB6te655SoE,Gullak fod ke ❤️👍🎈 #shorts #trending #video,Kanish Prajapati,1080000,2026-09-21T10:03:38Z,22.7,18,958996,5565,6,0.581,42302.3,
YouTube Shorts,rqVOuF1Ow2k,https://www.youtube.com/shorts/rqVOuF1Ow2k,Salman Supports Katrina ❤️🔥 #SalmanKhan #KatrinaKaif #Shorts #viral #love,Isha Unique ,4610,2026-09-20T10:33:12Z,46.2,25,1920451,30050,198,1.575,41588.6,
YouTube Shorts,G2XoP13-hWM,https://www.youtube.com/shorts/G2XoP13-hWM,Qual bebida deixa o suco mais gostoso? #experimento #leite #sprite #café #vinagre,leozlinski,6270000,2026-09-21T00:31:10Z,32.2,30,1247821,25996,108,2.092,38738.8,
